#ProfileFileVersion=5.2
#ProfilerVersion=5.2.6553
#API=OpenCL
#Application=/home/pfandedd/git/DissertationCode/SGpp/datadriven/examplesOCL/clustering_cmd
#ApplicationArgs=--binary_header_file datasets_WPDM18/gaussian_c100_size1000000_dim10_noise --config OCL_configs/config_ocl_float_w8100.cfg --lambda 1E-7 --epsilon 1E-3 --threshold 1500.0 --level 7 --k 6 --print_cluster_sizes 1
#WorkingDirectory=.
#Device Hawaii Platform Vendor=Advanced Micro Devices, Inc.
#Device Hawaii Platform Name=AMD Accelerated Parallel Processing
#Device Hawaii Platform Version=OpenCL 2.0 AMD-APP (2482.3)
#Device Hawaii CLDriver Version=2482.3
#Device Hawaii CLRuntime Version=OpenCL 1.2 AMD-APP (2482.3)
#Device Hawaii NumberAppAddressBits=64
#OS Version=Linux version 4.10.0-28-generic (buildd@lgw01-12) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.4) ) #32~16.04.2-Ubuntu SMP Thu Jul 20 10:19:48 UTC 2017 Build 4.10.0
#DisplayName=
#ListSeparator=;
#ForceSinglePass=False
Method; ExecutionOrder; ThreadID; CallIndex; GlobalWorkSize; WorkGroupSize; Time; LocalMemSize; VGPRs; SGPRs; ScratchRegs; Wavefronts; VALUInsts; SALUInsts; VFetchInsts; SFetchInsts; VWriteInsts; FlatVMemInsts; LDSInsts; FlatLDSInsts; GDSInsts; VALUUtilization; VALUBusy; SALUBusy; FetchSize; WriteSize; CacheHit; MemUnitBusy; MemUnitStalled; WriteUnitStalled; LDSBankConflict
multdensity__k2_Hawaii1; 13; 4734; 227; { 397952       1       1}; {  128     1     1};     11660.27674; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.57;         2.02; 111719994.81;      1555.00;        25.32;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 14; 4734; 242; { 397952       1       1}; {  128     1     1};     11775.63541; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01; 104117896.50;      1554.88;        30.49;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 15; 4734; 257; { 397952       1       1}; {  128     1     1};     11672.32207; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.44;         2.01;  81149083.06;      1554.50;        45.84;         2.78;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 16; 4734; 272; { 397952       1       1}; {  128     1     1};     11324.17304; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.43;         2.01; 116752187.00;      1554.75;        21.88;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 17; 4734; 287; { 397952       1       1}; {  128     1     1};     11768.84978; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.10;         2.13; 120035134.62;      1554.75;        19.71;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 18; 4734; 302; { 397952       1       1}; {  128     1     1};     11737.45378; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 120527728.19;      1554.88;        19.42;         2.95;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 19; 4734; 317; { 397952       1       1}; {  128     1     1};     10892.30711; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01; 110388336.06;      1555.50;        26.25;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 20; 4734; 332; { 397952       1       1}; {  128     1     1};     11077.23644; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 107708663.44;      1555.25;        27.98;         2.90;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 21; 4734; 347; { 397952       1       1}; {  128     1     1};     10999.06133; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 111067594.81;      1555.25;        25.70;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 22; 4734; 362; { 397952       1       1}; {  128     1     1};     11802.86311; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 110891070.38;      1554.50;        25.92;         2.90;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 23; 4734; 377; { 397952       1       1}; {  128     1     1};     11692.94193; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.18;         2.13;  85914893.50;      1556.25;        42.62;         2.84;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 24; 4734; 392; { 397952       1       1}; {  128     1     1};     11763.39141; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 105452802.00;      1554.50;        28.76;         3.09;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 25; 4734; 407; { 397952       1       1}; {  128     1     1};     11778.32400; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01; 118419078.31;      1555.50;        20.84;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 26; 4734; 422; { 397952       1       1}; {  128     1     1};     11386.10385; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 116229477.75;      1555.25;        22.16;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 27; 4734; 437; { 397952       1       1}; {  128     1     1};     11144.33585; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.53;         2.01; 109049415.44;      1554.50;        27.10;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 28; 4734; 452; { 397952       1       1}; {  128     1     1};     11706.39185; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.48;         2.01; 119991936.88;      1555.00;        19.69;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 29; 4734; 467; { 397952       1       1}; {  128     1     1};     11824.37496; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.14;         2.13;  75164118.75;      1554.75;        49.84;         2.74;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 30; 4734; 482; { 397952       1       1}; {  128     1     1};     11546.03926; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.48;         2.01; 106691621.88;      1555.94;        28.76;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 31; 4734; 497; { 397952       1       1}; {  128     1     1};     11418.96696; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 108185026.00;      1555.25;        27.69;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 32; 4734; 512; { 397952       1       1}; {  128     1     1};     11769.54074; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01;  92486364.38;      1555.25;        37.45;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 33; 4734; 527; { 397952       1       1}; {  128     1     1};     11815.20904; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01;  74758801.69;      1555.00;        50.11;         2.74;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 34; 4734; 542; { 397952       1       1}; {  128     1     1};     11745.97200; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.56;         2.02; 102237055.81;      1555.25;        31.71;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 35; 4734; 557; { 397952       1       1}; {  128     1     1};     11673.86193; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01; 103090856.44;      1554.75;        31.18;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 36; 4734; 572; { 397952       1       1}; {  128     1     1};     11796.78459; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.03;         2.13;  80713472.31;      1554.50;        46.13;         2.79;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 37; 4734; 587; { 397952       1       1}; {  128     1     1};     11084.95896; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.43;         2.01; 116952529.75;      1554.75;        21.70;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 38; 4734; 602; { 397952       1       1}; {  128     1     1};     11619.54400; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 115920643.94;      1556.00;        22.35;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 39; 4734; 617; { 397952       1       1}; {  128     1     1};     11656.26785; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.62;         2.02; 100013704.50;      1555.00;        33.13;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 40; 4734; 632; { 397952       1       1}; {  128     1     1};     11674.81467; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01;  97641086.38;      1555.75;        34.79;         2.90;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 41; 4734; 647; { 397952       1       1}; {  128     1     1};     11371.03378; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.09;         2.13; 109545330.38;      1555.00;        26.84;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 42; 4734; 662; { 397952       1       1}; {  128     1     1};     11647.16696; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.24;         2.14; 108280960.00;      1554.75;        27.64;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 43; 4734; 677; { 397952       1       1}; {  128     1     1};     11709.77600; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.38;         2.01; 103033168.50;      1556.31;        30.94;         3.04;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 44; 4734; 692; { 397952       1       1}; {  128     1     1};     11556.25126; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.09;         2.13; 120002787.75;      1555.38;        19.51;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 45; 4734; 707; { 397952       1       1}; {  128     1     1};     11655.40370; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.44;         2.01;  90140396.56;      1555.50;        39.82;         2.84;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 46; 4734; 722; { 397952       1       1}; {  128     1     1};     11778.87837; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.55;         2.02; 120581567.81;      1554.50;        19.40;         2.95;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 47; 4734; 737; { 397952       1       1}; {  128     1     1};     11706.27244; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.13;         2.13;  72860261.31;      1554.50;        51.37;         2.73;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 48; 4734; 752; { 397952       1       1}; {  128     1     1};     11774.53867; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01; 117079669.44;      1554.50;        21.71;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 49; 4734; 767; { 397952       1       1}; {  128     1     1};     11821.00667; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01; 115254939.31;      1555.25;        22.95;         2.95;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 50; 4734; 782; { 397952       1       1}; {  128     1     1};     11685.43348; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01;  76641984.00;      1555.25;        48.85;         2.75;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 51; 4734; 797; { 397952       1       1}; {  128     1     1};     10149.18015; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.45;         2.01; 123868796.00;      1554.50;        17.07;         2.96;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 52; 4734; 812; { 397952       1       1}; {  128     1     1};     11690.76593; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.03;         2.13; 120644146.50;      1554.75;        19.14;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 53; 4734; 827; { 397952       1       1}; {  128     1     1};     11648.32356; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 105115690.38;      1555.00;        29.80;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 54; 4734; 842; { 397952       1       1}; {  128     1     1};     11332.47007; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.42;         2.01; 118955239.12;      1555.81;        20.42;         2.95;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 55; 4734; 857; { 397952       1       1}; {  128     1     1};     11126.79452; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.61;         2.02; 112244054.75;      1554.50;        24.87;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 56; 4734; 872; { 397952       1       1}; {  128     1     1};     11201.13481; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.55;         2.02;  81499376.19;      1554.75;        45.59;         2.80;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 57; 4734; 887; { 397952       1       1}; {  128     1     1};     11693.77970; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.61;         2.02; 112434228.88;      1555.00;        24.81;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 58; 4734; 902; { 397952       1       1}; {  128     1     1};     11654.21941; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 117712308.69;      1555.25;        21.39;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 59; 4734; 917; { 397952       1       1}; {  128     1     1};     11825.69941; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.55;         2.02;  73367106.31;      1554.75;        51.03;         2.75;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 60; 4734; 932; { 397952       1       1}; {  128     1     1};     11648.71556; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.48;         2.01; 105166011.88;      1554.75;        29.74;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 61; 4734; 947; { 397952       1       1}; {  128     1     1};     10829.50311; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 104195717.00;      1556.25;        30.38;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 62; 4734; 962; { 397952       1       1}; {  128     1     1};     11661.91600; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01;  95180162.69;      1555.00;        36.43;         2.86;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 63; 4734; 977; { 397952       1       1}; {  128     1     1};     10201.01881; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        81.36;         2.09; 110697170.88;      1555.00;        26.10;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 64; 4734; 992; { 397952       1       1}; {  128     1     1};     11171.56267; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.45;         2.01; 117720088.25;      1555.25;        21.29;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 65; 4734; 1007; { 397952       1       1}; {  128     1     1};     11658.67881; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.54;         2.01; 116038807.06;      1555.62;        22.25;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 66; 4734; 1022; { 397952       1       1}; {  128     1     1};     11663.43822; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.56;         2.02;  64531763.06;      1556.00;        56.93;         2.69;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 67; 4734; 1037; { 397952       1       1}; {  128     1     1};     11644.65452; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.45;         2.01;  94019092.81;      1555.50;        37.23;         2.87;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 68; 4734; 1052; { 397952       1       1}; {  128     1     1};     11196.82948; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 115954087.00;      1555.25;        22.52;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 69; 4734; 1067; { 397952       1       1}; {  128     1     1};     10758.89600; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.41;         2.01; 113547374.12;      1554.50;        24.02;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 70; 4734; 1082; { 397952       1       1}; {  128     1     1};     11475.00859; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.56;         2.02; 108209523.50;      1554.75;        27.66;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 71; 4734; 1097; { 397952       1       1}; {  128     1     1};     11689.97259; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.61;         2.02;  98480401.31;      1556.12;        34.21;         2.89;         0.00;         0.00;         0.08
