#ProfileFileVersion=5.2
#ProfilerVersion=5.2.6553
#API=OpenCL
#Application=/home/pfandedd/git/SGpp/datadriven/examplesOCL/clustering_cmd
#ApplicationArgs=--datasetFileName datasets/friedman/friedman1_10d_150000.arff --level 6 --config config_ocl_float_w8100.cfg --k 5 --threshold 0.2
#WorkingDirectory=.
#Device Hawaii Platform Vendor=Advanced Micro Devices, Inc.
#Device Hawaii Platform Name=AMD Accelerated Parallel Processing
#Device Hawaii Platform Version=OpenCL 2.0 AMD-APP (2482.3)
#Device Hawaii CLDriver Version=2482.3
#Device Hawaii CLRuntime Version=OpenCL 1.2 AMD-APP (2482.3)
#Device Hawaii NumberAppAddressBits=64
#OS Version=Linux version 4.10.0-28-generic (buildd@lgw01-12) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.4) ) #32~16.04.2-Ubuntu SMP Thu Jul 20 10:19:48 UTC 2017 Build 4.10.0
#DisplayName=
#ListSeparator=;
#ForceSinglePass=False
Method; ExecutionOrder; ThreadID; CallIndex; GlobalWorkSize; WorkGroupSize; Time; LocalMemSize; VGPRs; SGPRs; ScratchRegs; Wavefronts; VALUInsts; SALUInsts; VFetchInsts; SFetchInsts; VWriteInsts; FlatVMemInsts; LDSInsts; FlatLDSInsts; GDSInsts; VALUUtilization; VALUBusy; SALUBusy; FetchSize; WriteSize; CacheHit; MemUnitBusy; MemUnitStalled; WriteUnitStalled; LDSBankConflict
multdensity__k2_Hawaii1; 11; 10979; 195; {  77568       1       1}; {  128     1     1};       819.17141; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.43;         0.73;    317247.38;       303.00;        94.32;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 12; 10979; 210; {  77568       1       1}; {  128     1     1};       819.47052; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    171558.00;       303.00;        96.93;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 13; 10979; 225; {  77568       1       1}; {  128     1     1};       819.60726; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.43;         0.73;    446356.44;       303.00;        91.99;         0.65;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 14; 10979; 240; {  77568       1       1}; {  128     1     1};       819.24904; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    174486.19;       303.00;        96.87;         0.64;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 15; 10979; 255; {  77568       1       1}; {  128     1     1};       819.11155; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    166757.50;       303.00;        97.00;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 16; 10979; 270; {  77568       1       1}; {  128     1     1};       819.11526; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    177257.69;       303.00;        96.81;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 17; 10979; 285; {  77568       1       1}; {  128     1     1};       819.41244; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    560670.50;       303.00;        90.02;         0.65;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 18; 10979; 300; {  77568       1       1}; {  128     1     1};       819.62178; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    532272.25;       303.25;        90.55;         0.64;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 19; 10979; 315; {  77568       1       1}; {  128     1     1};       819.26296; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.45;         0.73;    528778.31;       303.00;        90.48;         0.64;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 20; 10979; 330; {  77568       1       1}; {  128     1     1};       819.19185; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    172404.19;       303.00;        96.91;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 21; 10979; 345; {  77568       1       1}; {  128     1     1};       819.09467; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    180127.69;       303.00;        96.77;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 22; 10979; 360; {  77568       1       1}; {  128     1     1};       819.57393; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    480199.31;       303.00;        91.44;         0.64;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 23; 10979; 375; {  77568       1       1}; {  128     1     1};       819.41289; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    167894.00;       303.00;        96.99;         0.62;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 24; 10979; 390; {  77568       1       1}; {  128     1     1};       818.79111; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    173481.75;       303.00;        96.89;         0.62;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 25; 10979; 405; {  77568       1       1}; {  128     1     1};       819.27185; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    180261.81;       303.00;        96.77;         0.64;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 26; 10979; 420; {  77568       1       1}; {  128     1     1};       819.00474; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.45;         0.73;    173623.44;       303.00;        96.88;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 27; 10979; 435; {  77568       1       1}; {  128     1     1};       819.57896; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.42;         0.73;    485765.19;       303.00;        91.33;         0.66;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 28; 10979; 450; {  77568       1       1}; {  128     1     1};       819.57067; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    178154.31;       303.00;        96.81;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 29; 10979; 465; {  77568       1       1}; {  128     1     1};       819.29704; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    166738.88;       303.00;        97.01;         0.64;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 30; 10979; 480; {  77568       1       1}; {  128     1     1};       819.60904; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    172211.06;       303.00;        96.92;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 31; 10979; 495; {  77568       1       1}; {  128     1     1};       819.61422; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    169754.00;       303.00;        96.96;         0.65;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 32; 10979; 510; {  77568       1       1}; {  128     1     1};       818.99067; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    172536.56;       303.00;        96.90;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 33; 10979; 525; {  77568       1       1}; {  128     1     1};       819.38874; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    178869.56;       303.00;        96.79;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 34; 10979; 540; {  77568       1       1}; {  128     1     1};       819.07407; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.45;         0.73;    171877.38;       303.00;        96.92;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 35; 10979; 555; {  77568       1       1}; {  128     1     1};       819.02756; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.45;         0.73;    172916.38;       303.00;        96.90;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 36; 10979; 570; {  77568       1       1}; {  128     1     1};       819.31141; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.43;         0.73;    176840.88;       303.00;        96.83;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 37; 10979; 585; {  77568       1       1}; {  128     1     1};       819.14148; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    170218.88;       303.00;        96.94;         0.64;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 38; 10979; 600; {  77568       1       1}; {  128     1     1};       819.56459; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    168915.38;       303.00;        96.98;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 39; 10979; 615; {  77568       1       1}; {  128     1     1};       819.30163; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.43;         0.73;    174808.56;       303.00;        96.86;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 40; 10979; 630; {  77568       1       1}; {  128     1     1};       819.72415; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    545720.50;       303.00;        90.22;         0.65;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 41; 10979; 645; {  77568       1       1}; {  128     1     1};       818.95837; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.45;         0.73;    170391.19;       303.00;        96.95;         0.63;         0.00;         0.00;         0.04
multdensity__k2_Hawaii1; 42; 10979; 660; {  77568       1       1}; {  128     1     1};       819.37230; 15872; 103; 24; 0;      1212.00;  12503061.00;     44245.00;      6070.00;         5.00;         2.00;      6072.00;   1212000.00;         0.00;         0.00;       100.00;        64.44;         0.73;    941600.25;       303.00;        82.85;         0.65;         0.00;         0.00;         0.04
connectNeighbors__k3_Hawaii1; 43; 10979; 701; { 150016       1       1}; {  128     1     1};        36.58296; 5120; 77; 26; 0;      2344.00;    385278.10;     70305.92;       357.00;         4.00;        10.00;       367.00;     76110.00;         0.00;         0.00;        94.85;        71.27;        52.01;      9328.38;      3091.94;        98.20;         2.09;         0.03;         0.01;         0.11
removeEdges__k4_Hawaii1; 44; 10979; 742; { 150016       1       1}; {  128     1     1};      2692.58267; 10752; 139; 26; 0;      2344.00;  24532071.13;    625972.28;     12140.01;         6.00;         3.64;     12143.65;    870735.00;         0.00;         0.00;       100.00;        59.55;         6.08;    104904.56;      2929.69;        98.04;         0.57;         0.00;         0.00;         0.01
